,method,mcc,precision,f1_score,recall,label_vs_rest,nb_genes,model
2533,scanpy_wilcoxon,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,5,svm
2534,scanpy_wilcoxon,0.887268430968985,0.8189910979228486,0.8961038961038961,0.989247311827957,2_vs_rest,5,svm
2535,scanpy_wilcoxon,0.8968464794905759,0.8254437869822485,0.9043760129659644,1.0,2_vs_rest,6,svm
2536,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,6,svm
2537,scanpy_wilcoxon,0.8971160697496262,0.8318318318318318,0.9052287581699346,0.992831541218638,2_vs_rest,6,svm
2538,scanpy_wilcoxon,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,7,svm
2539,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,7,svm
2540,scanpy_wilcoxon,0.8986688111760996,0.8343373493975904,0.9067103109656302,0.992831541218638,2_vs_rest,7,svm
2541,scanpy_wilcoxon,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,8,svm
2542,scanpy_wilcoxon,0.9017943831019555,0.8393939393939394,0.909688013136289,0.992831541218638,2_vs_rest,8,svm
2543,scanpy_wilcoxon,0.8971160697496262,0.8318318318318318,0.9052287581699346,0.992831541218638,2_vs_rest,8,svm
2544,scanpy_wilcoxon,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,9,svm
2545,scanpy_wilcoxon,0.904947078268661,0.8445121951219512,0.9126853377265239,0.992831541218638,2_vs_rest,9,svm
2546,scanpy_wilcoxon,0.8971160697496262,0.8318318318318318,0.9052287581699346,0.992831541218638,2_vs_rest,9,svm
2547,scanpy_wilcoxon,0.9014541623274894,0.8328358208955224,0.9087947882736156,1.0,2_vs_rest,10,svm
2548,scanpy_wilcoxon,0.9017943831019555,0.8393939393939394,0.909688013136289,0.992831541218638,2_vs_rest,10,svm
2549,scanpy_wilcoxon,0.8980586477343449,0.8363636363636363,0.9064039408866995,0.989247311827957,2_vs_rest,10,svm
2550,scanpy_wilcoxon,0.9030031474394344,0.8353293413173652,0.9102773246329527,1.0,2_vs_rest,11,svm
2551,scanpy_wilcoxon,0.9017943831019555,0.8393939393939394,0.909688013136289,0.992831541218638,2_vs_rest,11,svm
2552,scanpy_wilcoxon,0.8964973172301168,0.8338368580060423,0.9049180327868852,0.989247311827957,2_vs_rest,11,svm
2553,scanpy_wilcoxon,0.9014541623274894,0.8328358208955224,0.9087947882736156,1.0,2_vs_rest,12,svm
2554,scanpy_wilcoxon,0.9027833858748795,0.8440366972477065,0.9108910891089109,0.989247311827957,2_vs_rest,12,svm
2555,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,12,svm
2556,scanpy_wilcoxon,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,13,svm
2557,scanpy_wilcoxon,0.903367314676032,0.8419452887537994,0.9111842105263158,0.992831541218638,2_vs_rest,13,svm
2558,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,13,svm
2559,scanpy_wilcoxon,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,14,svm
2560,scanpy_wilcoxon,0.9017943831019555,0.8393939393939394,0.909688013136289,0.992831541218638,2_vs_rest,14,svm
2561,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,14,svm
2562,scanpy_wilcoxon,0.8999117549158389,0.8303571428571429,0.9073170731707317,1.0,2_vs_rest,15,svm
2563,scanpy_wilcoxon,0.903367314676032,0.8419452887537994,0.9111842105263158,0.992831541218638,2_vs_rest,15,svm
2564,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,15,svm
2565,scanpy_wilcoxon,0.9014541623274894,0.8328358208955224,0.9087947882736156,1.0,2_vs_rest,16,svm
2566,scanpy_wilcoxon,0.903367314676032,0.8419452887537994,0.9111842105263158,0.992831541218638,2_vs_rest,16,svm
2567,scanpy_wilcoxon,0.9002282322031644,0.8368580060422961,0.9081967213114754,0.992831541218638,2_vs_rest,16,svm
2568,scanpy_wilcoxon,0.9156378225483606,0.8558282208588958,0.9223140495867769,1.0,2_vs_rest,17,svm
2569,scanpy_wilcoxon,0.9194811399830716,0.8683385579937304,0.9264214046822743,0.992831541218638,2_vs_rest,17,svm
2570,scanpy_wilcoxon,0.9113354989981433,0.8549382716049383,0.9187396351575456,0.992831541218638,2_vs_rest,17,svm
2571,scanpy_wilcoxon,0.9124379735629193,0.850609756097561,0.9192751235584844,1.0,2_vs_rest,18,svm
2572,scanpy_wilcoxon,0.9178374849569839,0.865625,0.9248747913188647,0.992831541218638,2_vs_rest,18,svm
2573,scanpy_wilcoxon,0.9113354989981433,0.8549382716049383,0.9187396351575456,0.992831541218638,2_vs_rest,18,svm
2574,scanpy_wilcoxon,0.9188658255875777,0.8611111111111112,0.9253731343283582,1.0,2_vs_rest,19,svm
2575,scanpy_wilcoxon,0.9178374849569839,0.865625,0.9248747913188647,0.992831541218638,2_vs_rest,19,svm
2576,scanpy_wilcoxon,0.9145720773333095,0.860248447204969,0.9217970049916805,0.992831541218638,2_vs_rest,19,svm
2577,scanpy_wilcoxon,0.9188658255875777,0.8611111111111112,0.9253731343283582,1.0,2_vs_rest,20,svm
2578,scanpy_wilcoxon,0.9178374849569839,0.865625,0.9248747913188647,0.992831541218638,2_vs_rest,20,svm
2579,scanpy_wilcoxon,0.9145720773333095,0.860248447204969,0.9217970049916805,0.992831541218638,2_vs_rest,20,svm
2580,scanpy_t-test,0.8971160697496262,0.8318318318318318,0.9052287581699346,0.992831541218638,2_vs_rest,1,svm
2581,scanpy_t-test,0.8974561829744028,0.8384146341463414,0.9060955518945635,0.985663082437276,2_vs_rest,1,svm
2582,scanpy_t-test,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,1,svm
2583,scanpy_t-test,0.8901183665444443,0.8176470588235294,0.8982229402261712,0.996415770609319,2_vs_rest,2,svm
2584,scanpy_t-test,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,2,svm
2585,scanpy_t-test,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,2,svm
2586,scanpy_t-test,0.8938069387310132,0.8205882352941176,0.901453957996769,1.0,2_vs_rest,3,svm
2587,scanpy_t-test,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,3,svm
2588,scanpy_t-test,0.8903185596859925,0.8238805970149253,0.8990228013029316,0.989247311827957,2_vs_rest,3,svm
2589,scanpy_t-test,0.8907927580149301,0.8157894736842105,0.8985507246376812,1.0,2_vs_rest,4,svm
2590,scanpy_t-test,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,4,svm
2591,scanpy_t-test,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,4,svm
2592,scanpy_t-test,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,5,svm
2593,scanpy_t-test,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,5,svm
2594,scanpy_t-test,0.887268430968985,0.8189910979228486,0.8961038961038961,0.989247311827957,2_vs_rest,5,svm
2595,scanpy_t-test,0.8922967014819613,0.8181818181818182,0.9,1.0,2_vs_rest,6,svm
2596,scanpy_t-test,0.8918533635470837,0.8263473053892215,0.9004893964110929,0.989247311827957,2_vs_rest,6,svm
2597,scanpy_t-test,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,6,svm
2598,scanpy_t-test,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,7,svm
